,user_id,timestamp,converted
5246,841229,2017-01-12 16:38:25.294611,0
253014,797052,2017-01-03 02:14:15.268286,0
218893,696836,2017-01-07 12:29:15.790013,0
248738,703381,2017-01-21 16:20:13.546853,0
125321,648859,2017-01-22 22:16:55.169676,0
76394,697112,2017-01-20 07:17:48.708714,0
129893,867921,2017-01-06 15:29:19.773977,1
65387,672127,2017-01-03 21:44:40.093661,0
113727,897804,2017-01-21 20:11:17.242821,0
171695,933372,2017-01-11 08:33:52.207234,0
143405,859608,2017-01-23 21:29:59.909940,0
145638,751655,2017-01-14 18:38:16.323713,0
207386,660481,2017-01-06 03:03:17.342321,0
240117,883304,2017-01-05 06:08:18.487161,0
119780,922059,2017-01-15 08:32:16.387549,0
2695,848599,2017-01-11 10:09:48.982339,0
120583,812991,2017-01-15 09:04:28.976192,0
58622,812572,2017-01-07 01:07:22.501460,0
24291,760279,2017-01-16 18:17:19.437145,0
236510,753299,2017-01-14 15:15:48.815285,0
291471,916922,2017-01-07 23:03:29.493196,0
148610,815543,2017-01-09 21:06:54.156924,0
129940,797498,2017-01-03 16:03:38.256659,0
52779,883527,2017-01-12 05:49:53.537233,0
257863,786659,2017-01-13 21:47:42.436832,0
212783,639417,2017-01-05 13:05:05.053058,0
68833,676324,2017-01-15 14:58:55.067065,0
275458,733293,2017-01-11 13:24:35.965291,0
104278,909247,2017-01-19 02:10:18.447745,0
77316,841741,2017-01-02 19:03:34.579810,0
70806,843807,2017-01-08 19:15:32.009846,0
19037,935962,2017-01-24 02:39:54.982630,0
109341,876741,2017-01-05 06:01:38.949644,0
249781,924845,2017-01-21 07:13:08.630071,0
239555,789357,2017-01-17 13:11:44.412768,0
127188,881945,2017-01-11 21:56:21.012781,0
226201,702923,2017-01-14 07:33:59.402392,0
88422,875259,2017-01-11 12:24:18.783718,0
54511,944013,2017-01-04 07:03:16.198245,0
251429,776743,2017-01-05 14:49:06.896653,0
268493,864265,2017-01-04 00:18:38.113900,0
183597,844436,2017-01-15 14:54:09.269011,0
105097,760047,2017-01-05 07:41:49.819991,0
129101,660337,2017-01-04 12:55:57.583285,0
158560,872447,2017-01-09 15:12:53.698261,0
227584,631079,2017-01-13 05:54:11.920118,0
278148,637204,2017-01-05 15:25:11.986761,0
13226,865434,2017-01-12 21:52:13.942017,0
39703,816253,2017-01-15 14:06:33.320127,0
247999,793962,2017-01-17 21:35:34.026817,0
146617,702480,2017-01-05 04:56:49.683227,0
204249,646833,2017-01-21 07:48:33.014932,0
241069,940505,2017-01-10 16:39:07.868778,0
122152,649255,2017-01-09 10:34:29.052122,0
88203,899513,2017-01-03 01:30:57.853042,0
144425,936657,2017-01-04 09:56:48.096892,0
228309,672197,2017-01-03 21:51:10.788052,0
277671,777095,2017-01-20 10:03:33.311644,0
3273,892804,2017-01-08 07:00:38.000761,0
34797,656892,2017-01-20 15:42:11.994650,0
12298,697523,2017-01-23 04:17:16.695655,0
258468,921321,2017-01-21 08:21:17.063760,1
238295,896503,2017-01-15 23:18:05.612907,0
34577,821336,2017-01-14 08:50:20.595599,0
152326,636609,2017-01-05 12:16:41.675772,0
278305,921792,2017-01-10 07:19:34.507735,0
210586,831074,2017-01-07 13:18:48.253043,0
35701,852203,2017-01-15 20:25:52.040998,0
45817,885634,2017-01-15 00:06:09.192719,0
192172,665161,2017-01-11 12:20:15.593750,0
255600,675912,2017-01-07 22:03:27.642743,0
270192,773971,2017-01-12 15:18:16.739325,0
21528,702726,2017-01-14 10:35:46.337745,0
6698,698659,2017-01-11 16:19:29.149923,0
102667,792204,2017-01-15 00:30:45.432504,0
61566,906202,2017-01-05 00:01:02.153466,1
130891,774928,2017-01-19 12:36:51.040718,0
93650,856106,2017-01-06 00:49:47.118691,1
291443,656635,2017-01-21 04:06:25.450726,0
102045,835499,2017-01-09 11:34:14.320001,0
184512,890887,2017-01-08 19:11:46.333637,0
209637,816552,2017-01-03 09:02:01.946805,0
68881,746112,2017-01-09 21:41:15.125016,0
187919,643768,2017-01-22 12:03:16.699160,0
126128,730100,2017-01-06 12:43:30.817088,1
108316,742460,2017-01-24 08:44:54.993840,0
289938,655866,2017-01-17 05:25:29.986445,0
258679,756662,2017-01-04 20:03:51.803778,0
140336,781299,2017-01-21 17:46:02.191723,0
206521,793149,2017-01-15 17:00:40.282713,0
240501,925593,2017-01-06 05:39:09.502283,1
215482,638674,2017-01-08 17:43:20.538011,1
277935,913536,2017-01-06 11:40:08.526560,0
11029,829486,2017-01-08 03:04:41.244206,0
102358,867894,2017-01-14 10:59:48.883734,0
193889,940484,2017-01-06 19:41:22.051379,0
225743,742237,2017-01-12 12:05:51.666348,0
193054,920010,2017-01-08 01:06:35.232798,0
157125,704163,2017-01-21 20:40:08.479253,0
51247,703847,2017-01-07 12:57:50.632969,0
141607,871759,2017-01-23 07:46:10.152486,0
261311,655876,2017-01-03 05:24:21.457461,1
186395,683844,2017-01-03 04:29:50.555929,0
232648,646436,2017-01-18 22:49:10.089247,0
15482,729584,2017-01-15 16:01:40.349793,1
148201,931326,2017-01-09 22:04:31.638406,0
292714,939342,2017-01-06 00:00:15.595186,0
34919,812439,2017-01-11 16:52:44.923683,0
52010,672467,2017-01-20 16:32:25.558697,0
205437,637014,2017-01-17 22:45:57.525448,0
159416,903480,2017-01-06 04:42:57.258429,0
184282,878764,2017-01-13 12:08:13.093775,1
110677,777130,2017-01-02 20:16:06.379410,0
94566,794205,2017-01-24 11:25:05.931976,0
12285,734068,2017-01-22 02:39:18.289831,0
140046,677753,2017-01-19 12:37:53.569237,0
246036,645128,2017-01-07 18:38:07.042161,0
134028,917088,2017-01-12 13:49:24.267207,1
88098,834090,2017-01-09 16:53:08.359612,0
234226,803972,2017-01-03 02:29:01.081316,0
211085,833917,2017-01-18 11:34:17.727440,0
43885,784663,2017-01-10 20:42:42.644812,0
103259,889250,2017-01-23 20:52:21.427493,0
148771,704225,2017-01-05 04:08:38.023060,0
165844,646671,2017-01-21 20:53:28.777973,0
42196,771862,2017-01-11 03:31:51.265679,0
171614,863513,2017-01-22 14:13:46.519844,0
237837,741790,2017-01-10 01:56:36.316242,0
228878,910297,2017-01-03 15:01:28.107204,0
191779,886828,2017-01-22 00:16:12.475665,0
4155,690448,2017-01-03 22:03:51.662252,1
108153,810877,2017-01-17 03:43:47.151793,0
248773,789668,2017-01-18 11:34:01.155247,1
107809,863438,2017-01-21 03:04:34.854458,0
1200,671171,2017-01-18 14:19:19.038601,0
25765,719109,2017-01-14 19:19:52.188937,0
214812,769746,2017-01-21 00:23:32.550336,0
253917,775519,2017-01-21 08:23:45.483752,0
94509,853583,2017-01-12 17:04:40.515774,0
212557,761426,2017-01-17 13:52:29.336954,0
73891,793158,2017-01-18 14:32:05.142941,0
179170,911437,2017-01-13 00:11:28.187215,1
87813,697971,2017-01-09 05:01:50.634135,0
199032,875708,2017-01-23 10:26:29.141077,0
215123,756512,2017-01-11 07:00:50.890864,0
102716,709172,2017-01-20 22:17:49.448608,0
281247,693305,2017-01-16 23:59:34.439332,0
22401,688921,2017-01-10 03:52:54.826088,0
224168,764591,2017-01-09 18:28:51.875282,0
37192,764021,2017-01-23 04:54:33.125477,0
123326,829098,2017-01-08 07:06:52.517333,1
207703,778326,2017-01-17 20:29:06.757029,0
236247,845600,2017-01-10 06:55:58.431841,1
154103,787812,2017-01-03 16:44:00.573037,0
108785,894937,2017-01-20 17:04:39.598792,0
7264,654366,2017-01-04 01:07:34.116028,0
242028,888408,2017-01-20 07:56:48.240585,0
115514,794263,2017-01-17 21:26:31.883021,0
142426,846214,2017-01-19 06:14:14.338559,0
113682,945342,2017-01-14 06:58:32.583826,0
152473,665789,2017-01-13 05:12:28.815177,1
44318,876593,2017-01-09 15:49:50.121117,0
160784,633404,2017-01-08 09:47:35.663808,0
106870,745064,2017-01-18 23:47:41.848442,0
74730,729531,2017-01-11 15:12:44.366595,0
16508,917296,2017-01-16 01:51:10.603371,0
64608,934349,2017-01-21 13:38:31.700937,1
22216,899021,2017-01-15 17:24:26.355166,1
48160,782419,2017-01-10 13:38:09.244111,0
173422,758139,2017-01-15 17:00:10.174188,0
184469,676332,2017-01-07 09:59:52.288749,0
152329,740002,2017-01-06 09:31:22.631295,0
122471,739475,2017-01-09 17:40:01.814517,0
293455,798534,2017-01-15 05:53:21.353059,0
142283,882343,2017-01-09 01:05:35.598915,0
214080,861175,2017-01-03 18:36:01.044999,0
126122,817822,2017-01-13 11:28:43.716211,0
168543,738297,2017-01-16 03:14:46.992750,1
80285,641179,2017-01-08 19:56:32.038706,0
60806,687333,2017-01-03 02:53:23.621881,0
92856,937302,2017-01-16 04:45:15.613895,0
227433,748472,2017-01-15 17:02:13.273268,0
43018,867781,2017-01-11 23:27:04.615518,1
287614,901323,2017-01-19 03:34:25.172527,0
112463,642038,2017-01-24 03:20:23.640276,0
261600,767626,2017-01-12 06:25:15.587984,0
10013,897228,2017-01-20 21:54:21.133892,0
215519,932517,2017-01-06 04:05:21.572584,0
290993,873223,2017-01-09 10:14:30.526158,0
174728,856251,2017-01-12 23:06:55.158289,0
217543,859247,2017-01-02 17:36:37.293887,0
290769,708141,2017-01-13 01:16:29.577107,0
224213,945842,2017-01-13 21:05:26.709493,0
212905,886588,2017-01-18 17:16:50.060190,0
1044,821930,2017-01-10 00:57:49.761022,0
273668,734686,2017-01-19 06:01:08.634571,0
40410,649271,2017-01-09 02:06:12.210910,0
190921,908374,2017-01-04 20:38:10.595502,0
260461,871497,2017-01-08 14:28:24.768140,0
182379,903531,2017-01-21 01:29:40.266132,0
52870,928893,2017-01-02 17:25:11.747492,0
159020,826784,2017-01-05 07:44:52.286591,0
227977,721874,2017-01-02 21:19:11.026708,0
193431,853097,2017-01-11 10:32:18.818145,0
18233,887924,2017-01-23 18:27:59.152263,0
64966,872929,2017-01-15 12:47:08.209939,0
122752,803405,2017-01-03 21:07:59.505649,0
230941,673433,2017-01-09 00:04:42.563870,0
248294,917658,2017-01-15 07:52:53.790285,1
183666,785295,2017-01-21 15:40:02.060839,0
78369,842672,2017-01-05 15:45:07.055560,0
162045,686091,2017-01-11 06:43:53.256231,0
259699,853835,2017-01-14 01:18:29.771091,0
188061,879192,2017-01-20 13:32:24.277438,0
181163,833314,2017-01-22 11:48:02.592814,0
249031,712668,2017-01-20 06:45:36.644164,0
37586,733928,2017-01-03 13:45:58.395100,0
52329,834626,2017-01-08 22:19:08.700506,0
117657,667590,2017-01-04 06:50:46.036441,0
259567,653172,2017-01-23 02:31:40.206572,1
202123,634832,2017-01-18 08:18:44.655240,0
271355,855640,2017-01-20 19:20:57.652047,0
55752,919695,2017-01-04 03:24:28.039339,0
118517,818666,2017-01-22 11:31:54.807409,0
126405,818234,2017-01-20 17:53:48.139592,1
283561,934424,2017-01-06 12:30:37.572462,0
14664,660523,2017-01-20 21:31:50.857520,0
175846,942699,2017-01-07 14:52:38.173547,0
227139,637429,2017-01-09 23:04:43.294342,0
48276,668798,2017-01-10 03:52:54.310650,0
99471,877343,2017-01-08 09:27:06.857395,1
273104,638905,2017-01-04 21:55:20.239215,0
108255,820978,2017-01-05 20:14:22.186874,0
196144,825612,2017-01-17 14:49:36.784416,0
90123,672684,2017-01-19 16:20:15.190178,0
211377,761467,2017-01-23 07:47:42.213176,0
143564,846677,2017-01-21 14:41:41.402950,0
82280,719920,2017-01-06 04:35:39.894284,0
10610,753555,2017-01-11 05:46:48.186693,0
210601,676964,2017-01-12 01:39:22.622340,0
75315,647628,2017-01-04 14:51:20.141592,1
266704,647456,2017-01-21 01:43:07.675433,0
138867,656371,2017-01-17 16:58:36.142674,0
180697,681059,2017-01-02 19:26:41.442996,0
201527,641299,2017-01-22 08:39:22.449233,0
270525,752637,2017-01-21 21:50:08.502603,0
93632,713921,2017-01-06 18:41:19.611243,0
177860,654702,2017-01-24 00:44:43.199567,0
39505,925560,2017-01-16 17:44:55.396845,0
67974,668040,2017-01-13 13:03:58.024375,0
68345,870938,2017-01-10 02:09:36.355325,0
240464,760282,2017-01-06 08:46:05.492441,0
53451,733605,2017-01-20 19:31:21.904452,0
137993,869613,2017-01-18 20:53:16.100467,0
12025,912557,2017-01-13 21:40:23.965906,0
156885,824143,2017-01-07 13:08:32.781475,0
287475,871034,2017-01-15 16:05:00.299327,0
99924,908353,2017-01-18 12:09:32.910049,0
183022,791112,2017-01-15 23:18:56.278639,0
160029,841614,2017-01-22 23:07:14.799310,1
192488,845551,2017-01-19 15:49:14.536594,0
29931,796380,2017-01-04 09:54:42.082252,0
165556,634725,2017-01-17 07:32:50.316145,0
173394,856637,2017-01-15 07:25:45.925230,0
266551,776818,2017-01-03 06:44:15.555522,1
288852,928751,2017-01-17 09:43:18.123429,0
135601,631910,2017-01-13 15:04:32.392397,0
72649,899767,2017-01-10 03:15:10.760412,0
137561,821806,2017-01-23 10:51:01.498730,0
129854,683167,2017-01-21 00:42:05.259903,0
221660,663044,2017-01-03 09:22:32.362912,0
65136,727593,2017-01-18 08:59:48.381379,0
117481,790223,2017-01-14 02:22:54.373498,1
103179,679045,2017-01-08 05:41:21.361611,0
125663,727012,2017-01-13 08:36:56.574264,0
143759,727344,2017-01-16 05:40:07.605209,0
171701,663709,2017-01-20 01:11:14.679471,1
138039,886999,2017-01-20 01:39:31.432865,1
164724,684962,2017-01-12 09:21:39.486793,1
25226,893076,2017-01-08 10:39:16.299932,0
136683,899677,2017-01-13 05:52:05.704249,0
202903,887331,2017-01-18 00:54:42.608566,0
286782,775738,2017-01-10 08:47:53.214763,0
89210,660164,2017-01-13 11:06:24.627774,1
129739,914012,2017-01-14 05:44:17.865321,1
193905,645578,2017-01-18 22:06:01.500653,0
55138,828844,2017-01-23 20:08:42.669616,0
140327,775537,2017-01-22 01:23:19.934166,0
224178,853850,2017-01-10 05:55:20.042200,0
56935,838745,2017-01-07 12:02:16.166025,0
92124,775237,2017-01-24 11:05:28.540810,0
50943,666520,2017-01-08 01:31:43.979739,0
202945,752256,2017-01-20 00:39:24.050930,0
95491,640507,2017-01-07 13:09:21.387458,0
270826,630317,2017-01-17 23:55:42.663719,0
227299,902855,2017-01-10 12:53:30.668587,0
109271,658696,2017-01-07 06:35:08.413798,1
154003,677021,2017-01-13 22:37:02.884461,0
138298,683248,2017-01-07 03:14:41.213306,0
30116,916769,2017-01-12 09:37:16.263598,0
259058,743605,2017-01-03 06:19:42.190795,0
229132,909870,2017-01-10 19:24:05.750272,0
117269,839129,2017-01-24 10:50:03.217197,1
273641,779183,2017-01-16 03:08:40.777986,0
50318,694888,2017-01-05 06:18:40.457181,1
4907,870096,2017-01-03 12:51:56.719531,1
147776,718112,2017-01-12 16:47:11.974895,0
160832,841835,2017-01-18 20:37:34.846500,0
113734,813708,2017-01-07 03:47:09.799434,0
78208,660876,2017-01-20 07:41:02.314143,0
78113,756052,2017-01-05 09:59:35.359419,0
148480,722064,2017-01-04 05:22:10.638232,0
89634,668775,2017-01-17 17:53:41.029267,0
148764,699017,2017-01-06 15:20:34.201716,0
63254,632158,2017-01-21 06:22:37.418369,0
181825,802975,2017-01-03 11:15:25.085957,0
256711,837091,2017-01-20 14:20:17.399768,0
278961,841930,2017-01-20 00:54:30.030723,0
69505,686243,2017-01-14 11:33:04.806414,0
165496,819021,2017-01-09 08:38:31.559028,0
93267,663740,2017-01-04 12:49:16.974324,1
246053,821377,2017-01-12 14:08:16.932088,0
102645,906068,2017-01-21 01:34:44.101174,0
274244,814232,2017-01-13 20:18:04.516587,1
182211,945017,2017-01-13 14:57:21.002124,0
99499,693808,2017-01-05 19:28:15.723659,0
238481,764475,2017-01-07 15:18:59.153649,0
220002,680723,2017-01-17 21:51:03.315867,0
281748,630939,2017-01-19 02:50:11.812747,0
264900,638451,2017-01-11 09:26:48.798191,0
259207,698433,2017-01-04 09:17:55.066883,0
144521,671932,2017-01-24 04:03:56.774870,1
197858,878666,2017-01-08 23:53:05.117000,0
195416,844961,2017-01-21 01:50:53.366268,1
12478,921611,2017-01-02 21:31:53.345722,0
64468,688910,2017-01-08 07:21:51.532767,0
40690,929866,2017-01-18 04:22:39.182758,0
117769,811881,2017-01-16 14:39:18.935832,0
111258,682886,2017-01-08 08:01:31.075611,0
64972,744606,2017-01-07 18:22:30.341258,0
250550,697664,2017-01-10 06:24:07.931855,0
97821,812060,2017-01-14 04:56:56.420120,0
230568,678206,2017-01-18 18:09:56.341021,0
6762,774919,2017-01-21 23:03:46.129002,1
190087,773064,2017-01-03 22:16:29.208818,1
226787,636764,2017-01-20 05:40:14.620932,0
28372,806831,2017-01-13 08:13:57.297997,0
97053,869770,2017-01-19 19:11:12.621971,0
173248,818490,2017-01-15 00:44:51.432481,0
94926,864305,2017-01-12 07:38:18.146898,0
91035,770766,2017-01-16 02:09:01.668209,0
120231,827745,2017-01-12 14:54:42.671876,0
91973,740702,2017-01-10 20:20:18.605852,0
105472,742633,2017-01-21 11:52:45.522090,0
109266,673817,2017-01-13 13:45:29.412954,0
527,913497,2017-01-19 00:49:26.150952,1
186883,934580,2017-01-03 23:22:40.704624,0
57434,856159,2017-01-21 16:02:27.005436,0
246614,745165,2017-01-19 04:45:28.704043,0
258340,717324,2017-01-09 18:35:36.233975,0
237788,744401,2017-01-14 02:26:43.117576,0
210654,750747,2017-01-13 05:44:58.846477,0
96935,670928,2017-01-16 05:53:10.313084,0
57572,659529,2017-01-18 06:56:57.211962,0
37664,914638,2017-01-07 17:47:00.866264,0
251523,661977,2017-01-14 04:49:35.451285,0
138253,773314,2017-01-10 22:45:45.422660,0
248130,788100,2017-01-04 05:37:29.810960,0
129634,652703,2017-01-20 04:15:14.489017,0
147545,653338,2017-01-08 14:42:08.368903,0
180819,748275,2017-01-09 18:05:58.225853,0
215701,804745,2017-01-18 05:56:33.092983,0
110657,634509,2017-01-08 09:23:37.814634,0
222668,795400,2017-01-05 21:49:24.049641,0
33280,915086,2017-01-03 17:11:44.780275,0
256012,698820,2017-01-09 01:12:00.802755,1
143288,851423,2017-01-21 21:02:31.017047,0
32907,661515,2017-01-12 01:19:33.483397,0
76096,860729,2017-01-23 16:47:37.030130,0
11790,736742,2017-01-16 17:24:05.387080,0
134623,884129,2017-01-05 04:13:05.726924,0
17671,701755,2017-01-24 07:42:50.820420,0
91940,763218,2017-01-03 03:06:05.666624,0
2413,725536,2017-01-03 23:36:37.973926,0
203673,770103,2017-01-20 03:29:33.726255,0
204322,703834,2017-01-22 11:11:40.955122,0
270431,923271,2017-01-08 01:48:40.414134,0
79957,910130,2017-01-09 19:19:46.825657,0
59036,839849,2017-01-20 16:26:23.044955,0
86285,728054,2017-01-22 19:37:25.440401,0
167072,935839,2017-01-08 17:22:44.848013,0
104792,671446,2017-01-07 20:04:14.738541,0
32250,829212,2017-01-06 11:06:28.961585,0
155092,803450,2017-01-20 18:27:13.334012,0
144064,828365,2017-01-15 17:45:44.296566,1
52658,663327,2017-01-15 01:45:31.413055,1
137854,636752,2017-01-20 17:06:49.241723,0
33597,846886,2017-01-18 12:10:28.486250,0
276635,716989,2017-01-23 20:48:40.703603,0
31850,743899,2017-01-20 06:06:17.129504,0
189333,938374,2017-01-04 05:44:02.869431,0
134564,824814,2017-01-08 14:12:24.636743,0
133177,939137,2017-01-03 17:02:52.971197,1
198650,694535,2017-01-13 01:28:28.356554,0
62213,752946,2017-01-11 16:34:37.758954,1
23767,665098,2017-01-08 08:31:17.972708,0
223466,856575,2017-01-18 18:15:27.997210,0
241986,758903,2017-01-18 10:44:15.076550,0
133141,812544,2017-01-12 11:42:28.362819,0
89910,649126,2017-01-14 03:03:48.666547,0
288151,719579,2017-01-18 07:31:59.965393,0
43122,726430,2017-01-16 16:36:09.096398,1
17318,719371,2017-01-07 08:43:10.483077,0
163311,855479,2017-01-20 01:08:08.780951,0
11251,887015,2017-01-14 15:58:11.333666,0
105613,672609,2017-01-15 16:56:39.179033,0
164507,904837,2017-01-21 05:17:26.904807,0
174371,633073,2017-01-12 20:26:45.028084,1
177554,871276,2017-01-14 07:18:11.243413,0
55153,810983,2017-01-23 17:50:21.542603,0
133553,831268,2017-01-05 03:14:12.004347,0
50190,846794,2017-01-22 09:22:55.700473,0
283978,942868,2017-01-17 12:18:35.853130,0
254883,919827,2017-01-23 02:52:58.586747,0
24271,916354,2017-01-03 07:34:18.750881,0
199044,899210,2017-01-20 14:36:40.820578,0
24784,938091,2017-01-13 17:15:26.286303,0
46624,902470,2017-01-14 06:00:18.570339,0
14272,845820,2017-01-17 22:20:22.845174,0
155438,824230,2017-01-18 15:28:12.467532,0
281685,719937,2017-01-08 15:47:29.945446,0
108558,813771,2017-01-16 02:08:29.434689,0
64799,710640,2017-01-09 21:38:32.488427,0
23438,923021,2017-01-20 09:06:38.989906,0
268191,762871,2017-01-06 09:00:56.450842,0
23590,695420,2017-01-24 04:31:31.274754,0
39021,818856,2017-01-15 06:54:29.990373,0
40721,936090,2017-01-15 10:36:24.991607,0
218084,880026,2017-01-20 11:38:55.186909,0
253801,772537,2017-01-16 18:56:38.125858,0
155486,739730,2017-01-08 23:38:47.261301,0
228083,722185,2017-01-06 07:35:10.543749,0
235476,665254,2017-01-21 05:03:22.353790,0
114808,938891,2017-01-21 14:14:06.120823,0
51858,844982,2017-01-11 06:05:49.717949,0
86188,758572,2017-01-17 15:20:07.521331,0
219185,790663,2017-01-08 06:52:12.644435,0
113719,874567,2017-01-19 02:34:21.465514,0
171893,685891,2017-01-18 13:56:26.897470,0
195827,783462,2017-01-14 01:20:25.301214,0
196458,747786,2017-01-15 18:40:14.064256,0
277431,911570,2017-01-04 22:39:21.906111,0
204294,864884,2017-01-11 21:09:52.844985,0
201650,799632,2017-01-03 04:33:08.518619,0
258075,755183,2017-01-06 06:41:43.593176,0
6617,661010,2017-01-19 11:03:01.011940,0
142662,760407,2017-01-12 22:46:51.662543,1
205788,903476,2017-01-18 21:11:48.699803,0
152612,928768,2017-01-16 04:54:59.090628,0
143066,678389,2017-01-03 03:54:42.246175,0
277469,672768,2017-01-13 12:45:35.731826,0
43699,683546,2017-01-14 06:20:50.768678,0
282097,727447,2017-01-23 11:44:28.943904,0
170234,696686,2017-01-23 15:33:41.527295,0
55226,841053,2017-01-16 14:17:51.265206,0
203326,695437,2017-01-06 09:32:32.929315,0
242566,644723,2017-01-04 16:19:25.401263,0
204797,680847,2017-01-23 20:51:24.003952,0
34014,638019,2017-01-19 22:29:16.587318,0
289719,909238,2017-01-02 14:48:10.528016,0
255571,789949,2017-01-16 10:17:17.790467,0
121578,635625,2017-01-08 15:05:40.975351,0
218058,833789,2017-01-04 22:35:13.892831,1
15491,704922,2017-01-06 23:36:05.059524,0
234446,922233,2017-01-14 22:07:29.433329,0
229788,854772,2017-01-15 20:38:27.631832,0
140605,762981,2017-01-11 17:55:33.363562,0
82942,727631,2017-01-24 11:45:50.090082,0
255158,633564,2017-01-10 17:39:17.390978,0
275072,943954,2017-01-15 17:03:52.028160,0
16896,706995,2017-01-21 18:25:33.872496,0
100044,763333,2017-01-10 23:03:44.441836,1
110973,700119,2017-01-02 20:10:25.628758,0
43814,742702,2017-01-17 04:04:21.199702,0
11756,912842,2017-01-03 06:34:09.242903,0
141703,716236,2017-01-03 11:58:21.058615,0
84394,655135,2017-01-11 20:43:23.447826,0
262248,799404,2017-01-08 18:34:48.960978,0
6611,804982,2017-01-08 16:41:56.194525,0
272880,670593,2017-01-09 20:43:11.031270,0
136446,708644,2017-01-20 22:54:51.004196,0
222364,689807,2017-01-23 21:29:24.889902,0
218882,718099,2017-01-09 16:21:21.452709,0
48129,942526,2017-01-24 09:17:52.101155,0
141072,906688,2017-01-14 16:37:16.934310,0
139362,806120,2017-01-05 15:31:48.817199,0
34564,801403,2017-01-12 05:27:19.760904,0
258972,841137,2017-01-22 04:10:02.040151,0
36664,685491,2017-01-20 10:33:09.704365,0
191442,919372,2017-01-11 09:52:46.569612,0
195465,691955,2017-01-06 11:32:26.575966,0
97010,643710,2017-01-08 06:00:32.138826,0
61952,744306,2017-01-16 13:41:21.748478,0
97621,807670,2017-01-06 04:11:16.480221,1
177175,762764,2017-01-09 16:48:42.398667,0
23429,708461,2017-01-06 03:56:01.963601,1
20890,860700,2017-01-05 03:39:49.032740,0
239916,813812,2017-01-15 23:57:43.458505,0
257874,913404,2017-01-16 12:08:52.281963,0
283599,784021,2017-01-04 10:29:14.966896,0
110839,862819,2017-01-07 12:25:47.695812,0
56057,720109,2017-01-21 10:11:02.179536,0
152130,707170,2017-01-05 22:12:49.794912,0
181340,887912,2017-01-23 14:29:00.332262,0
288347,759115,2017-01-20 14:07:02.532053,1
210461,770320,2017-01-04 08:43:01.259922,0
101197,920477,2017-01-16 09:51:24.308117,0
139497,696576,2017-01-16 06:18:16.692967,0
131904,798078,2017-01-20 21:04:07.056374,0
210318,714276,2017-01-18 20:39:23.067061,0
288481,671960,2017-01-04 17:11:13.492587,0
36948,847600,2017-01-15 14:41:22.806351,0
124976,845192,2017-01-23 01:09:16.731159,0
15056,635528,2017-01-16 14:53:16.883769,0
245235,656248,2017-01-03 05:16:44.221474,1
60122,904683,2017-01-23 09:21:24.762539,1
66173,768956,2017-01-13 08:14:03.404059,1
97019,852033,2017-01-04 23:32:33.769031,0
200496,719760,2017-01-04 10:09:38.507123,0
